,totPurchaseAmt,street1,zip,property
1529,294000.0,8020 McKinley Street NE,55432,8020 McKinley Street NE 55432
1530,282000.0,17838 Oakland Drive NE,55304,17838 Oakland Drive NE 55304
1531,170500.0,840 Pandora Drive NE,55432,840 Pandora Drive NE 55432
1532,157900.0,10001 Redwood St NW,55433,10001 Redwood St NW 55433
1534,497120.0,,55344,
1535,243000.0,905 85th Avenue NW,55433,905 85th Avenue NW 55433
1536,351000.0,12270 Hummingbird Street NW,55448,12270 Hummingbird Street NW 55448
1537,156900.0,11818 Crocus Street NW,55433,11818 Crocus Street NW 55433
1538,133000.0,22658 W Martin Lake Drive NE,55079,22658 W Martin Lake Drive NE 55079
1539,322264.0,11562 Madison Court Northeast,55434,11562 Madison Court Northeast 55434
1540,140000.0,23631 Capella Street Northeast,55079,23631 Capella Street Northeast 55079
1541,274000.0,330 105th Avenue Northwest,55448,330 105th Avenue Northwest 55448
1544,747000.0,4065 189th Lane Northwest,55303,4065 189th Lane Northwest 55303
1545,185000.0,20254 Jackson St NE,55011,20254 Jackson St NE 55011
1546,199900.0,821 Adams Street,55433,821 Adams Street 55433
1547,204900.0,14619 Peridot St NW,55303,14619 Peridot St NW 55303
1549,179900.0,7460 Able Street NE,55432,7460 Able Street NE 55432
1551,390000.0,1054 Cripple Creek Pass,55038,1054 Cripple Creek Pass 55038
1552,385000.0,2625 116th Avenue NE,55449,2625 116th Avenue NE 55449
1554,299000.0,15496 Wintergreen St NW,55304,15496 Wintergreen St NW 55304
1555,94000.0,23601 Ambassador Blvd,55070,23601 Ambassador Blvd 55070
1556,125000.0,2941 - 108th Lane NW,55433,2941 - 108th Lane NW 55433
1558,245000.0,250 North Star Lane,55014,250 North Star Lane 55014
1559,225000.0,,55449,
1561,230000.0,12033 Goldenrod St NW,55448,12033 Goldenrod St NW 55448
1562,550990.0,4580 121st Court NE,55449,4580 121st Court NE 55449
1564,66666.66,16668 Sycamore ST NW,55304,16668 Sycamore ST NW 55304
1565,66666.66,16668 Sycamore ST NW,55304,16668 Sycamore ST NW 55304
1567,215750.0,11963 Oak Park Court NE,55434,11963 Oak Park Court NE 55434
1568,436000.0,6442 Langer Lane,55038,6442 Langer Lane 55038
1569,215000.0,3140 201st Lane NW,55011,3140 201st Lane NW 55011
1571,125000.0,"13171 Meadowood Curve NW, #112",55448,"13171 Meadowood Curve NW, #112 55448"
1572,378985.0,,55344,
1573,150000.0,11237 Bittersweet Street NW,55433,11237 Bittersweet Street NW 55433
1574,170000.0,9724 Foley BLVD NW,55433,9724 Foley BLVD NW 55433
1575,136500.0,6617 Pheasant Run,55014,6617 Pheasant Run 55014
1576,222000.0,14936 Limonite Street NW,55303,14936 Limonite Street NW 55303
1577,221000.0,12136 Lily Street NW,55433,12136 Lily Street NW 55433
1578,365757.0,6707 Palm Street,55038,6707 Palm Street 55038
1583,399720.0,2735 178th Ave NE,55304,2735 178th Ave NE 55304
1584,278000.0,2340 Coon Rapids Blvd,55433,2340 Coon Rapids Blvd 55433
1585,175000.0,11410 Heather Street Northwest,55433,11410 Heather Street Northwest 55433
1586,276500.0,6040 151st Lane NW,55303,6040 151st Lane NW 55303
1587,155000.0,3938 124th Lane Northwest,55433,3938 124th Lane Northwest 55433
1588,279900.0,23365 Isetta Street NE,55005,23365 Isetta Street NE 55005
1589,199000.0,4558 5th Street Northeast,55421-0000,4558 5th Street Northeast 55421-0000
1590,151000.0,4433 Washington St. NE,55421,4433 Washington St. NE 55421
1591,149900.0,3735 118th Lane NW,55433,3735 118th Lane NW 55433
1592,140000.0,33 East Road,55014,33 East Road 55014
1593,200000.0,16 Oak Leaf Lane,55014,16 Oak Leaf Lane 55014
1594,169900.0,10932 Terrace Road NE,55434,10932 Terrace Road NE 55434
1595,274900.0,440 Grove Road,55092,440 Grove Road 55092
1597,89900.0,65 125th Lane NW,55448,65 125th Lane NW 55448
1598,219000.0,816 77th Street,55014,816 77th Street 55014
1603,274900.0,440 Grove Road,55092,440 Grove Road 55092
1604,100880.0,415 St Francis Ct,55303,415 St Francis Ct 55303
1605,200000.0,486 193rd Lane NE,55011,486 193rd Lane NE 55011
1606,190000.0,13073 Hastings Street NE,55449,13073 Hastings Street NE 55449
1608,379900.0,14021 Holly Street Northwest,55304,14021 Holly Street Northwest 55304
1609,102900.0,1288 106th Avenue NW,55433,1288 106th Avenue NW 55433
1610,132500.0,2626 Branch Avenue,55303,2626 Branch Avenue 55303
1612,235000.0,3351 118th Ave NW,55433,3351 118th Ave NW 55433
1613,380000.0,4179 149th Ave NW,55304,4179 149th Ave NW 55304
1614,231900.0,7380 Memory Lane NE,55432,7380 Memory Lane NE 55432
1615,269000.0,1377 142nd Ave NW,55304,1377 142nd Ave NW 55304
1616,170000.0,2631 115th Lane NW,55433,2631 115th Lane NW 55433
1617,169950.0,10812 Monroe Drive NE,55434,10812 Monroe Drive NE 55434
1618,75000.0,,85262,
1619,160000.0,3331 183rd Avenue NE,55092,3331 183rd Avenue NE 55092
1621,183000.0,10384 Partridge St NW,55433,10384 Partridge St NW 55433
1622,210000.0,3917 Edgewood Road NE,55014,3917 Edgewood Road NE 55014
1623,475800.0,12760 Xylite St NE,55449,12760 Xylite St NE 55449
1624,165000.0,10448 7th St. NE,55434,10448 7th St. NE 55434
1625,141705.0,45 Center Road,55014,45 Center Road 55014
1626,129220.0,415 St Francis Ct,55303,415 St Francis Ct 55303
1627,169000.0,12225 Killdeer St NW,55448,12225 Killdeer St NW 55448
1628,214900.0,4509 Heights Drive,55421,4509 Heights Drive 55421
1629,155000.0,17810 Halas St NW,55303,17810 Halas St NW 55303
1630,265000.0,2745 Rice Creek Parkway NE,55449,2745 Rice Creek Parkway NE 55449
1632,235000.0,2215 135th Lane NW,55304,2215 135th Lane NW 55304
1633,30627.29,13252 Lily Street,55448,13252 Lily Street 55448
1634,149350.0,11103 Cottonwood Street Northwest,55448,11103 Cottonwood Street Northwest 55448
1635,165000.0,8710 Able Street NE,55448,8710 Able Street NE 55448
1636,214000.0,2130 108th Avenue NW,55433,2130 108th Avenue NW 55433
1637,390500.0,,55303,
1638,175000.0,821 127th Avenue NE,55434,821 127th Avenue NE 55434
1639,215500.0,1005 Cross St,55303,1005 Cross St 55303
1640,213060.0,261 97th Avenue Northwest,55433,261 97th Avenue Northwest 55433
1642,145000.0,15421 Germanium St NW,55303,15421 Germanium St NW 55303
1644,345000.0,538 177th Ave. NE,55304,538 177th Ave. NE 55304
1645,92500.0,512 127th Ave NW,55448,512 127th Ave NW 55448
1646,228000.0,17424 Marigold Street NW,55304,17424 Marigold Street NW 55304
1647,260000.0,12087 Evergreen St NW,55448,12087 Evergreen St NW 55448
1648,105000.0,12157 Eagle Street NW,55448,12157 Eagle Street NW 55448
1650,125000.0,5563 East Bavarian Pass NE,55432,5563 East Bavarian Pass NE 55432
1651,171050.0,11918 Vintage Street NW,55433,11918 Vintage Street NW 55433
1652,335000.0,11382 Pierce St NE,55434,11382 Pierce St NE 55434
1653,228000.0,17424 Marigold Street NW,55304,17424 Marigold Street NW 55304
1655,170000.0,12039 Crocus Street NW,55433,12039 Crocus Street NW 55433
1656,168000.0,23121 Highway 65 NE,55005,23121 Highway 65 NE 55005
1657,167000.0,4936 Monroe Street NE,55421,4936 Monroe Street NE 55421
1658,396575.0,,55344,
1659,0.0,710 Adams St,55303,710 Adams St 55303
1660,247000.0,3737 121st Ave Nw,55433,3737 121st Ave Nw 55433
1661,214900.0,11910 Woodbine Street NW,55433,11910 Woodbine Street NW 55433
1662,165000.0,1366 Onondaga Street NE,55432,1366 Onondaga Street NE 55432
1663,375000.0,965 143rd Ave NW,55304,965 143rd Ave NW 55304
1666,140000.0,18952 Wolfram St NW,55303,18952 Wolfram St NW 55303
1667,169900.0,6632 Fridley St NE,55432,6632 Fridley St NE 55432
1668,350000.0,20323 St. Francis Blvd.,55303,20323 St. Francis Blvd. 55303
1669,290000.0,1824 Partridge Place,55038,1824 Partridge Place 55038
1670,78000.0,,55304,
1671,30000.0,3402 235th Lane NW,55070,3402 235th Lane NW 55070
1672,181500.0,23650 Nightingale St NW,55070,23650 Nightingale St NW 55070
1673,122000.0,10030 Palm Street NW,55433,10030 Palm Street NW 55433
1676,205000.0,10384 Thrush Street NW,55433,10384 Thrush Street NW 55433
1677,200000.0,3044 165th Lane NE,55304,3044 165th Lane NE 55304
1678,244900.0,3835 120th Lane NW,55433,3835 120th Lane NW 55433
1679,145000.0,2036 161St Ave,55304,2036 161St Ave 55304
1681,285000.0,17245 Van Buren Street NE,55304,17245 Van Buren Street NE 55304
1683,170000.0,5044 Washington Street Northeast,55421,5044 Washington Street Northeast 55421
1684,327000.0,5880 Matterhorn Drive NE,55432,5880 Matterhorn Drive NE 55432
1685,200000.0,4753 104th Ave NE,55014,4753 104th Ave NE 55014
1687,172500.0,10746 Juniper Street NW,55448,10746 Juniper Street NW 55448
1691,208500.0,10639 National St NE,55014,10639 National St NE 55014
1692,249500.0,7061 148th Avenue NW,55303,7061 148th Avenue NW 55303
1693,327000.0,20 Ridge Road,55014,20 Ridge Road 55014
1694,225000.0,6021 144th Lane NW,55303,6021 144th Lane NW 55303
1695,479425.7,24095 Feller St,55079,24095 Feller St 55079
1696,422000.0,16191 Crane St. NW,55304,16191 Crane St. NW 55304
1697,149897.0,8739 Norway St NW,55433,8739 Norway St NW 55433
1698,239900.0,19041 Flora Street NW,55011,19041 Flora Street NW 55011
1701,447227.25,11920 Woodland Parkway NE,55449,11920 Woodland Parkway NE 55449
1703,205000.0,909 118th Ln NW,55448,909 118th Ln NW 55448
1705,239900.0,178 Stallion Lane,55014,178 Stallion Lane 55014
1706,268000.0,444 155th Ave NW,55304,444 155th Ave NW 55304
1707,230000.0,18230 Fillmore Street NE,55011,18230 Fillmore Street NE 55011
1708,260000.0,7865 148th Lane Northwest,55303,7865 148th Lane Northwest 55303
1709,420000.0,23631 Rockney Street NE,55005,23631 Rockney Street NE 55005
1710,280000.0,1978 236th Avenue Northeast,55005,1978 236th Avenue Northeast 55005
1711,143500.0,6170 Trinity Drive NE,55432,6170 Trinity Drive NE 55432
1712,180100.0,518 Bean Street,55303,518 Bean Street 55303
1713,109000.0,10727 Quito Street NE,55014,10727 Quito Street NE 55014
1715,232000.0,,58201,
1716,179000.0,4436 Arthur Place NE,55421,4436 Arthur Place NE 55421
1720,209486.0,3414 235th lane NW,55070,3414 235th lane NW 55070
1721,165000.0,23109 W Martin Lake Drive NE,55079,23109 W Martin Lake Drive NE 55079
1722,255000.0,1433 144th Ave NW,55304,1433 144th Ave NW 55304
1723,492000.0,4409 118th Avenue NE,55449,4409 118th Avenue NE 55449
1724,165000.0,3925 Ulysses Street NE,55421,3925 Ulysses Street NE 55421
1725,342000.0,1155 161st Lane NW,55304,1155 161st Lane NW 55304
1726,340000.0,21255 Gypsy Valley Road,55303,21255 Gypsy Valley Road 55303
1728,315000.0,1909 Bloom Court,55038,1909 Bloom Court 55038
1729,505000.0,3631 155th Ave NE,55304,3631 155th Ave NE 55304
1731,450000.0,250 134th Ave NE,55304,250 134th Ave NE 55304
1732,230000.0,3014 Viking Blvd. NE,55092,3014 Viking Blvd. NE 55092
1733,293664.0,807 87th Lane NW,55433,807 87th Lane NW 55433
1734,207000.0,1327 8th Ave,55303,1327 8th Ave 55303
1736,209900.0,11772 Jefferson Street NE,55434,11772 Jefferson Street NE 55434
1737,135000.0,2057 64th Street,55110,2057 64th Street 55110
1738,205000.0,15784 Okapi Street NW,55303,15784 Okapi Street NW 55303
1739,183500.0,10460 Eagle St NW,55433,10460 Eagle St NW 55433
1740,163136.0,9334 Howard Lake Drive NE,55025,9334 Howard Lake Drive NE 55025
1741,190000.0,,55304,
1743,205750.0,233 Aurora Lane,55014,233 Aurora Lane 55014
1744,112000.0,3938 Main St,55421,3938 Main St 55421
1745,270000.0,8414 Mississippi Boulevard NW,55433,8414 Mississippi Boulevard NW 55433
1746,219000.0,342 McCann Avenue,55303,342 McCann Avenue 55303
1747,220000.0,7893 Gotland Lane,55014,7893 Gotland Lane 55014
1750,175000.0,1075Manor Drive NE,55432,1075Manor Drive NE 55432
1751,147782.42,,55421,
1753,150000.0,3372 Bunker Lake Blvd NE,55304,3372 Bunker Lake Blvd NE 55304
1754,165000.0,4156 5th street NE,55421,4156 5th street NE 55421
1756,380000.0,11101 Nassau Circle NE,55449,11101 Nassau Circle NE 55449
1758,139000.0,2701 9th Lane,55303,2701 9th Lane 55303
1759,209900.0,1871 156th Lane Northwest,55304,1871 156th Lane Northwest 55304
1760,177000.0,730 109th Ave NW,55448,730 109th Ave NW 55448
1761,216000.0,14410 Kerry Street NW,55304,14410 Kerry Street NW 55304
1762,195000.0,216 Egret nBoulevard Northwest,55448,216 Egret nBoulevard Northwest 55448
1763,340000.0,7107 Camp 3 Road,55025,7107 Camp 3 Road 55025
1764,309000.0,767 142nd Avenue NW,55304,767 142nd Avenue NW 55304
1765,189000.0,11179 Quincy Boulevard NE,55434,11179 Quincy Boulevard NE 55434
1766,180000.0,10308 Hollywood Boulevard NW,55433,10308 Hollywood Boulevard NW 55433
1767,165000.0,100 Pilot Avenue,55421,100 Pilot Avenue 55421
1768,172000.0,11925 Crocus St. NW,55433,11925 Crocus St. NW 55433
1770,242000.0,1171 142nd Lane NW,55304,1171 142nd Lane NW 55304
1771,385735.0,,55344,
1773,285000.0,13931 Olive Street NW,55304,13931 Olive Street NW 55304
1774,325000.0,19735 Heather Street Northwest,55011,19735 Heather Street Northwest 55011
1777,188150.0,2401 103rd Lane Northwest,55433,2401 103rd Lane Northwest 55433
1778,229900.0,123 Greenbriar Dr,55014,123 Greenbriar Dr 55014
1779,127000.0,1165 Norton Ave NE,55432,1165 Norton Ave NE 55432
1780,125000.0,10819 Norway Street Northwest,55448,10819 Norway Street Northwest 55448
1781,222000.0,10780 Killdeer Street NW,55433,10780 Killdeer Street NW 55433
1785,216500.0,23639 Heather St NW,55070,23639 Heather St NW 55070
1787,149400.0,4909 6th Street NE,55421,4909 6th Street NE 55421
1789,404900.0,15934 Wake Street NE,55304,15934 Wake Street NE 55304
1790,224900.0,173 Green Briar Drive,55014,173 Green Briar Drive 55014
1792,249000.0,23157 Highway 65 NE,55005,23157 Highway 65 NE 55005
1793,393900.0,7830 233rd Lane NE,55079,7830 233rd Lane NE 55079
1794,335000.0,5691 156th Lane NW,55303,5691 156th Lane NW 55303
1795,200000.0,8824 Mississippi Blvd NW,55433,8824 Mississippi Blvd NW 55433
1796,175000.0,10444 Quinn Street NW,55433,10444 Quinn Street NW 55433
1797,150000.0,2402 South Heights Drive,55433,2402 South Heights Drive 55433
1798,258000.0,2091 134th Avenue NW,55304,2091 134th Avenue NW 55304
1799,250000.0,20341 Durant Street Northeast,55092,20341 Durant Street Northeast 55092
1800,269900.0,1720 141st Lane NE,55304,1720 141st Lane NE 55304
1801,280000.0,4114 176th Avenue NW,55304,4114 176th Avenue NW 55304
1802,415256.0,3127 171st Ave NE,55304,3127 171st Ave NE 55304
1804,285000.0,12321 Midway Circle NE,55449,12321 Midway Circle NE 55449
1806,79380.0,2105 3rd Avenue NE,55421,2105 3rd Avenue NE 55421
1809,225000.0,"12438 Magnolia Circle NW,",55448,"12438 Magnolia Circle NW, 55448"
1810,214000.0,14216 Underclift Court NW,55304,14216 Underclift Court NW 55304
1811,179900.0,941 Cross St,55303,941 Cross St 55303
1815,365469.0,13807 Martin St. NW,55304,13807 Martin St. NW 55304
1817,223000.0,16159 Valley Drive NW,55304,16159 Valley Drive NW 55304
1819,295000.0,5567 Matterhorn Drive NE,55432,5567 Matterhorn Drive NE 55432
1820,250000.0,4070 124th Avenue NW,55433,4070 124th Avenue NW 55433
1822,155000.0,4100 232nd Avenue Northwest,55070,4100 232nd Avenue Northwest 55070
1823,375000.0,1176 Benton Street,55303,1176 Benton Street 55303
1824,121000.0,10311 Hummingbird Street NW,55433,10311 Hummingbird Street NW 55433
1825,245000.0,11361 Tyler Street NE,55434,11361 Tyler Street NE 55434
1826,105900.0,1264 5th Avenue,55303,1264 5th Avenue 55303
1828,200000.0,1072 Hackmann Circle NE,55432,1072 Hackmann Circle NE 55432
1829,590000.0,15352 Marmon Street,55304,15352 Marmon Street 55304
1830,383000.0,15532 Yellow Pine Street Northwest,55304,15532 Yellow Pine Street Northwest 55304
1831,152000.0,2780 NorthWest 231st Lane,55070,2780 NorthWest 231st Lane 55070
1832,182500.0,2780 231st Lane Northwest,55070,2780 231st Lane Northwest 55070
1833,172000.0,21670 Quapaw Street NW,55303,21670 Quapaw Street NW 55303
1834,297500.0,1251 Hillwind Rd NE,55432,1251 Hillwind Rd NE 55432
1835,190000.0,4712 2 1/2 Street NE,55421,4712 2 1/2 Street NE 55421
1838,18701.0,8884 Dunlap Ave,55014,8884 Dunlap Ave 55014
1840,282000.0,2553 91st Ave NE,55449,2553 91st Ave NE 55449
1841,124000.0,2040 105thy Ave NW,55433,2040 105thy Ave NW 55433
1842,470000.0,13445 West Freeway Drive NE,55038,13445 West Freeway Drive NE 55038
1843,153000.0,2048 122nd Lane NW,55448,2048 122nd Lane NW 55448
1844,210000.0,500 40th Ave NE,55421-0000,500 40th Ave NE 55421-0000
1846,247500.0,14561 Iodine Street NW,55303,14561 Iodine Street NW 55303
1847,318000.0,16473 Wintergreen Street NW,55304,16473 Wintergreen Street NW 55304
1848,159600.0,15665 Ramsey Blvd. NW,55303,15665 Ramsey Blvd. NW 55303
1850,193000.0,646 Jefferson Street,55303,646 Jefferson Street 55303
1851,160000.0,4815 Washington Street NE,55421,4815 Washington Street NE 55421
1852,335450.0,15112 Helium St. NW,55303,15112 Helium St. NW 55303
1854,315000.0,12661 Crane Street NW,55448,12661 Crane Street NW 55448
1856,422643.0,3862 193rd Lane Northwest,55304,3862 193rd Lane Northwest 55304
1857,135000.0,8754 Central Avenue NE,55434,8754 Central Avenue NE 55434
1858,238900.0,7804 149th Ave NW,55303,7804 149th Ave NW 55303
1859,245000.0,1621 130th Ave NE,55449,1621 130th Ave NE 55449
1860,202000.0,9743 Quincy Street NE,55434,9743 Quincy Street NE 55434
1861,207000.0,3208 176th Lane NW,55304,3208 176th Lane NW 55304
1862,457197.0,6497 Pheasant Run S,55014,6497 Pheasant Run S 55014
1863,169000.0,8449 237th Avenue NE,55079,8449 237th Avenue NE 55079
1864,190000.0,14523 7th Avenue Northwest,55304,14523 7th Avenue Northwest 55304
1865,242500.0,3794 121st Avenue NW,55433,3794 121st Avenue NW 55433
1866,302000.0,5218 171st Avenue NW,55304,5218 171st Avenue NW 55304
1867,258000.0,108 126th Avenue NW,55448,108 126th Avenue NW 55448
1870,300000.0,12170 Ivywood Street NW,55433,12170 Ivywood Street NW 55433
1871,137500.0,7971 Nancy Drive,55014,7971 Nancy Drive 55014
1872,189900.0,23149 Ivywood Street NW,55070,23149 Ivywood Street NW 55070
1874,271450.0,23651 Heather Street NW,55070,23651 Heather Street NW 55070
1875,200000.0,826  501/2 AVe NE,55421,826  501/2 AVe NE 55421
1876,185000.0,7939 Jackson Street NE.,55432,7939 Jackson Street NE. 55432
1877,661000.0,2811 Aspen Lake Drive NE,55449,2811 Aspen Lake Drive NE 55449
1878,209900.0,11635 Eldorado Street NW,55433,11635 Eldorado Street NW 55433
1879,155000.0,7618 Jackson Street NE,55432,7618 Jackson Street NE 55432
1880,156900.0,4439 2 1/2 Street NE,55421,4439 2 1/2 Street NE 55421
1881,700000.0,3139 120th Court NE,55449,3139 120th Court NE 55449
1882,260000.0,5901 5th Street NE,55432,5901 5th Street NE 55432
1884,462500.0,9280 203rd Ave NW,55330,9280 203rd Ave NW 55330
1885,185000.0,1818 124th Lane NE,55449,1818 124th Lane NE 55449
1887,210000.0,6037 233rd Avenue NE,55079,6037 233rd Avenue NE 55079
1888,190000.0,13487 Swallow Street NW,55304,13487 Swallow Street NW 55304
1890,471677.0,6694 21st Avenue South,55038,6694 21st Avenue South 55038
1892,190500.0,14760 7th Avenue NW,55304,14760 7th Avenue NW 55304
1894,135000.0,1103 44th Ave NE,55421,1103 44th Ave NE 55421
1895,178500.0,11717 4th St NE,55434,11717 4th St NE 55434
1896,347500.0,4063 146th Ave NE,55304,4063 146th Ave NE 55304
1897,229400.0,12840 Grouse St NW,55448,12840 Grouse St NW 55448
1898,197000.0,3806 Gauvitte St.,55421,3806 Gauvitte St. 55421
1899,119500.0,8735 Norway Street NW,55433,8735 Norway Street NW 55433
1902,155000.0,10748 Tamarack Circle NW,55433,10748 Tamarack Circle NW 55433
1903,136000.0,10481  Quinn Str. NW,55433,10481  Quinn Str. NW 55433
1905,369750.0,15261 Quinn St. NW,55304,15261 Quinn St. NW 55304
1906,90000.0,3097-128th Ave NE,55449,3097-128th Ave NE 55449
1907,311320.0,261 Lincoln Drive NE,55092,261 Lincoln Drive NE 55092
1908,225000.0,10771 Hummingbird St NW,55433,10771 Hummingbird St NW 55433
1913,474419.0,16662 Avocet St. NW,55304,16662 Avocet St. NW 55304
1914,295270.0,23148 Tamarack St. NW,55070,23148 Tamarack St. NW 55070
1915,145000.0,4579 2nd Street NE,55421,4579 2nd Street NE 55421
1917,160000.0,12740 Drake Circle NW,55448,12740 Drake Circle NW 55448
1918,281000.0,573 140th Lane NW,55304,573 140th Lane NW 55304
1920,230000.0,11670 3rd Street Northeast,55434,11670 3rd Street Northeast 55434
1921,166000.0,404 Oakwood Drive,55303,404 Oakwood Drive 55303
1923,230000.0,2444 103rd Lane NW,55433,2444 103rd Lane NW 55433
